,area_type,location,total_sqft,bath,balcony,price,bhk
5799,Super built-up  Area,Other,1370.0,2.0,2.0,75.0,3
5801,Super built-up  Area,Other,1980.0,3.0,2.0,224.0,3
5803,Super built-up  Area,Other,1700.0,3.0,1.0,97.0,3
5804,Super built-up  Area,Other,1900.0,3.0,3.0,160.0,3
5806,Built-up  Area,Other,1100.0,2.0,1.0,75.0,2
5807,Built-up  Area,Other,1929.0,3.0,2.0,115.0,3
5808,Built-up  Area,Other,3161.0,4.0,3.0,214.0,4
5810,Plot  Area,Other,3515.0,3.0,1.0,420.0,3
5812,Super built-up  Area,Other,1100.0,2.0,1.0,70.0,2
5816,Super built-up  Area,Other,700.0,1.0,1.0,41.0,1
5821,Plot  Area,Other,3000.0,3.0,0.0,250.0,3
5822,Super built-up  Area,Other,1100.0,2.0,3.0,61.0,2
5823,Plot  Area,Other,1260.0,1.0,0.0,41.0,1
5824,Plot  Area,Other,1500.0,1.0,0.0,37.5,1
5825,Built-up  Area,Other,600.0,1.0,1.0,17.0,1
5827,Super built-up  Area,Other,1165.0,2.0,2.0,75.0,2
5828,Plot  Area,Other,1272.0,4.0,0.0,75.0,3
5830,Plot  Area,Other,1600.0,5.0,2.0,140.0,5
5832,Super built-up  Area,Other,1000.0,2.0,1.0,65.0,3
5834,Plot  Area,Other,2400.0,4.0,2.0,325.0,3
5836,Built-up  Area,Other,1463.0,1.0,1.0,142.0,2
5838,Super built-up  Area,Other,2401.0,3.0,2.0,185.0,3
5839,Built-up  Area,Other,1875.0,2.0,3.0,235.0,3
5841,Built-up  Area,Other,890.0,1.0,1.0,75.0,1
5844,Plot  Area,Other,2400.0,3.0,2.0,290.0,3
5846,Super built-up  Area,Other,1690.0,3.0,2.0,100.0,3
5849,Plot  Area,Other,1350.0,2.0,0.0,90.0,2
5850,Super built-up  Area,Other,1460.0,3.0,2.0,88.0,3
5851,Super built-up  Area,Other,1685.0,3.0,2.0,95.0,3
5852,Plot  Area,Other,800.0,1.0,0.0,52.0,1
5853,Plot  Area,Other,4000.0,5.0,1.0,280.0,4
5855,Plot  Area,Other,792.0,2.0,1.0,70.0,2
5858,Plot  Area,Other,2400.0,5.0,2.0,235.0,5
5861,Plot  Area,Other,461.82,1.0,1.0,31.7,1
5862,Plot  Area,Other,1500.0,2.0,0.0,85.0,3
5865,Super built-up  Area,Other,1260.0,2.0,1.0,75.0,2
5867,Super built-up  Area,Other,12000.0,12.0,2.0,525.0,10
5869,Built-up  Area,Other,2820.0,3.0,2.0,285.0,3
5870,Built-up  Area,Other,1950.0,3.0,2.0,130.0,3
5872,Super built-up  Area,Other,1350.0,2.0,2.0,140.0,3
5873,Plot  Area,Other,4051.0,4.0,3.0,345.0,4
5874,Super built-up  Area,Other,2100.0,3.0,3.0,170.0,3
5875,Built-up  Area,Other,1991.0,3.0,2.0,160.0,3
5877,Built-up  Area,Other,1200.0,3.0,2.0,66.0,3
5879,Plot  Area,Other,3000.0,4.0,3.0,342.0,4
5880,Plot  Area,Other,2400.0,6.0,2.0,245.0,6
5882,Plot  Area,Other,1375.0,2.0,1.0,105.0,2
5883,Super built-up  Area,Other,1693.0,3.0,2.0,108.0,3
5890,Super built-up  Area,Other,1150.0,2.0,2.0,77.5,3
5894,Super built-up  Area,Other,1058.0,2.0,2.0,60.0,2
5895,Built-up  Area,Other,900.0,1.0,1.0,30.0,1
5896,Super built-up  Area,Other,1672.0,3.0,2.0,150.0,3
5899,Built-up  Area,Other,1250.0,3.0,2.0,139.0,3
5900,Super built-up  Area,Other,1468.0,3.0,2.0,130.0,2
5904,Built-up  Area,Other,1480.0,2.0,0.0,145.0,3
5907,Super built-up  Area,Other,2280.0,3.0,2.0,285.0,3
5908,Super built-up  Area,Other,2000.0,3.0,2.0,200.0,3
5911,Super built-up  Area,Other,1080.0,2.0,2.0,75.0,3
5912,Super built-up  Area,Other,2400.0,2.0,1.0,150.0,3
5914,Super built-up  Area,Other,1125.0,2.0,1.0,75.0,2
5915,Built-up  Area,Other,1596.0,3.0,0.0,95.0,3
5916,Built-up  Area,Other,1639.0,3.0,3.0,123.0,3
5918,Super built-up  Area,Other,1740.0,3.0,2.0,199.0,3
5919,Carpet  Area,Other,1372.0,2.0,1.0,90.0,3
5921,Super built-up  Area,Other,6200.0,5.0,2.0,720.0,5
5924,Built-up  Area,Other,925.0,2.0,2.0,63.0,2
5925,Plot  Area,Other,1200.0,3.0,1.0,95.0,4
5926,Plot  Area,Other,1200.0,2.0,0.0,79.0,2
5927,Super built-up  Area,Other,2500.0,3.0,2.0,270.0,3
5928,Plot  Area,Other,1584.0,3.0,2.0,145.0,4
5929,Super built-up  Area,Other,1570.0,3.0,1.0,115.0,3
5930,Built-up  Area,Other,3000.0,3.0,3.0,400.0,3
5934,Built-up  Area,Other,1750.0,3.0,1.0,180.0,3
5935,Plot  Area,Other,1500.0,1.0,0.0,160.0,2
5936,Plot  Area,Other,2100.0,6.0,2.0,275.0,6
5938,Built-up  Area,Other,705.0,1.0,2.0,36.5,1
5939,Super built-up  Area,Other,1340.0,3.0,3.0,77.0,3
5943,Plot  Area,Other,1260.0,1.0,1.0,41.0,1
5944,Plot  Area,Other,1200.0,2.0,1.0,125.0,2
5945,Built-up  Area,Other,1270.0,2.0,1.0,175.0,4
5946,Plot  Area,Other,1200.0,3.0,2.0,130.0,3
5947,Super built-up  Area,Other,3595.0,6.0,2.0,360.0,4
5949,Super built-up  Area,Other,3100.0,5.0,1.0,385.0,4
5951,Plot  Area,Other,1200.0,4.0,1.0,150.0,4
5952,Plot  Area,Other,3259.0,3.0,0.0,270.0,3
5955,Built-up  Area,Other,596.0,1.0,1.0,42.0,1
5956,Super built-up  Area,Other,10000.0,16.0,2.0,550.0,16
5957,Plot  Area,Other,1200.0,4.0,3.0,110.0,4
5958,Super built-up  Area,Other,1910.0,3.0,1.0,190.0,3
5961,Built-up  Area,Other,1750.0,3.0,3.0,149.0,3
5963,Super built-up  Area,Other,985.0,2.0,1.0,63.0,2
5964,Super built-up  Area,Other,1300.0,2.0,1.0,129.0,2
5965,Super built-up  Area,Other,1490.0,2.0,3.0,88.0,3
5969,Super built-up  Area,Other,650.0,1.0,0.0,30.0,1
5970,Super built-up  Area,Other,1500.0,2.0,2.0,89.99,3
5971,Plot  Area,Other,1350.0,4.0,2.0,145.0,4
5972,Super built-up  Area,Other,910.0,1.0,1.0,42.0,1
5975,Built-up  Area,Other,532.0,1.0,1.0,22.49,1
5976,Super built-up  Area,Other,1060.0,3.0,1.0,62.0,3
5978,Super built-up  Area,Other,1550.0,2.0,3.0,160.0,2
5982,Built-up  Area,Other,1000.0,2.0,1.0,80.0,2
5984,Built-up  Area,Other,1500.0,2.0,0.0,97.0,3
5985,Super built-up  Area,Other,1865.0,4.0,2.0,140.0,3
5987,Built-up  Area,Other,3500.0,4.0,2.0,245.0,4
5991,Super built-up  Area,Other,1320.0,2.0,2.0,73.0,3
5992,Plot  Area,Other,2150.0,6.0,3.0,205.0,6
5995,Plot  Area,Other,675.0,3.0,1.0,52.0,2
5996,Super built-up  Area,Other,1801.0,3.0,2.0,139.0,3
5998,Built-up  Area,Other,2990.0,4.0,2.0,324.0,4
5999,Plot  Area,Other,2400.0,2.0,1.0,160.0,2
6001,Built-up  Area,Other,1150.0,2.0,1.0,75.0,2
6002,Plot  Area,Other,1200.0,3.0,2.0,165.0,3
6009,Super built-up  Area,Other,1390.0,2.0,2.0,80.0,3
6010,Super built-up  Area,Other,1550.0,2.0,2.0,90.0,3
6013,Plot  Area,Other,1500.0,4.0,0.0,110.0,4
6015,Super built-up  Area,Other,1839.0,3.0,3.0,165.0,3
6017,Super built-up  Area,Other,900.0,2.0,1.0,70.0,2
6019,Plot  Area,Other,1500.0,3.0,2.0,149.0,3
6022,Plot  Area,Other,750.0,2.0,0.0,50.0,1
6023,Built-up  Area,Other,600.0,3.0,2.0,75.0,2
6024,Built-up  Area,Other,1605.0,2.0,3.0,85.0,3
6027,Super built-up  Area,Other,1500.0,1.0,1.0,19.5,1
6029,Plot  Area,Other,1200.0,2.0,0.0,70.0,2
6030,Plot  Area,Other,1200.0,2.0,1.0,160.0,2
6031,Super built-up  Area,Other,1904.0,3.0,3.0,155.0,3
6032,Super built-up  Area,Other,2770.0,4.0,3.0,315.0,3
6033,Built-up  Area,Other,813.0,1.0,1.0,39.0,1
6036,Super built-up  Area,Other,1630.0,2.0,2.0,97.78,3
6038,Built-up  Area,Other,2425.0,4.0,3.0,173.0,4
6042,Built-up  Area,Other,1280.0,2.0,1.0,75.0,2
6043,Super built-up  Area,Other,735.0,1.0,1.0,75.0,1
6044,Built-up  Area,Other,500.0,1.0,0.0,24.0,1
6046,Plot  Area,Other,1200.0,4.0,0.0,145.0,3
6047,Plot  Area,Other,1200.0,2.0,1.0,100.0,2
6048,Plot  Area,Other,1200.0,3.0,1.0,160.0,3
6049,Super built-up  Area,Other,1265.0,2.0,1.0,82.0,3
6052,Built-up  Area,Other,1850.0,3.0,3.0,98.0,3
6053,Plot  Area,Other,2360.0,4.0,2.0,150.0,4
6054,Super built-up  Area,Other,1030.0,2.0,1.0,77.25,2
6056,Super built-up  Area,Other,2000.0,3.0,2.0,160.0,3
6057,Built-up  Area,Other,1575.0,3.0,2.0,93.0,3
6058,Built-up  Area,Other,1300.0,2.0,2.0,70.0,3
6060,Super built-up  Area,Other,1380.0,2.0,1.0,75.0,2
6065,Plot  Area,Other,3100.0,3.0,3.0,250.0,3
6067,Built-up  Area,Other,1190.0,2.0,2.0,100.0,2
6068,Super built-up  Area,Other,1827.0,3.0,3.0,100.0,3
6069,Super built-up  Area,Other,1500.0,3.0,3.0,95.0,3
6075,Super built-up  Area,Other,1645.0,3.0,2.0,95.0,3
6076,Plot  Area,Other,1200.0,4.0,1.0,140.0,4
6079,Super built-up  Area,Other,1097.0,2.0,3.0,65.0,2
6080,Built-up  Area,Other,1600.0,3.0,1.0,165.0,4
6082,Built-up  Area,Other,900.0,2.0,2.0,110.0,2
6083,Built-up  Area,Other,1200.0,2.0,1.0,125.0,2
6084,Super built-up  Area,Other,1355.0,2.0,3.0,75.0,2
6086,Plot  Area,Other,7500.0,4.0,2.0,900.0,4
6089,Super built-up  Area,Other,4104.0,4.0,3.0,360.0,4
6092,Plot  Area,Other,2080.0,2.0,1.0,150.0,2
6093,Super built-up  Area,Other,1505.0,2.0,2.0,90.0,2
6094,Plot  Area,Other,1200.0,3.0,3.0,95.75,3
6095,Super built-up  Area,Other,1810.0,4.0,3.0,148.0,3
6097,Super built-up  Area,Other,1530.0,2.0,1.0,97.0,3
6102,Plot  Area,Other,1500.0,2.0,1.0,130.0,3
6106,Super built-up  Area,Other,1400.0,2.0,2.0,80.0,2
6107,Super built-up  Area,Other,1533.0,3.0,2.0,150.0,3
6109,Super built-up  Area,Other,3730.0,6.0,2.0,450.0,4
6110,Super built-up  Area,Other,745.0,2.0,0.0,50.0,2
6112,Super built-up  Area,Other,1355.0,2.0,1.0,95.0,2
6113,Super built-up  Area,Other,833.0,1.0,1.0,49.0,1
6115,Super built-up  Area,Other,3000.0,5.0,2.0,270.0,4
6116,Built-up  Area,Other,1220.0,2.0,2.0,68.0,2
6117,Plot  Area,Other,3811.0,3.0,2.0,475.0,4
6118,Super built-up  Area,Other,1545.0,3.0,3.0,85.0,3
6120,Plot  Area,Other,1350.0,2.0,1.0,110.0,2
6122,Super built-up  Area,Other,1200.0,2.0,1.0,68.0,3
6124,Plot  Area,Other,2000.0,4.0,2.0,180.0,5
6128,Built-up  Area,Other,1280.0,4.0,1.0,115.0,4
6129,Plot  Area,Other,1200.0,3.0,0.0,85.0,3
6131,Super built-up  Area,Other,1655.0,3.0,2.0,155.0,3
6132,Super built-up  Area,Other,1150.0,2.0,1.0,74.0,2
6134,Plot  Area,Other,1200.0,2.0,0.0,108.0,3
6135,Super built-up  Area,Other,1200.0,2.0,2.0,75.0,2
6140,Plot  Area,Other,1500.0,2.0,0.0,203.0,2
6142,Plot  Area,Other,1350.0,4.0,2.0,85.0,4
6143,Carpet  Area,Other,4500.0,9.0,2.0,500.0,9
6146,Built-up  Area,Other,1550.0,3.0,2.0,160.0,3
6149,Built-up  Area,Other,1758.0,3.0,2.0,95.0,3
6150,Super built-up  Area,Other,3179.0,5.0,3.0,351.0,4
6152,Built-up  Area,Other,1200.0,3.0,0.0,85.0,2
6154,Built-up  Area,Other,1800.0,3.0,3.0,140.0,3
6157,Built-up  Area,Other,3900.0,4.0,2.0,333.0,4
6158,Plot  Area,Other,2400.0,4.0,2.0,200.0,3
6159,Super built-up  Area,Other,1645.0,3.0,2.0,87.5,3
6161,Super built-up  Area,Other,2600.0,3.0,2.0,140.0,3
6162,Super built-up  Area,Other,950.0,2.0,1.0,60.0,2
6168,Super built-up  Area,Other,1900.0,3.0,2.0,205.0,3
6170,Super built-up  Area,Other,1402.0,2.0,2.0,85.0,3
6172,Super built-up  Area,Other,2100.0,3.0,2.0,240.0,3
6176,Plot  Area,Other,1200.0,3.0,0.0,140.0,3
6177,Built-up  Area,Other,814.0,2.0,1.0,55.0,2
6180,Super built-up  Area,Other,1590.0,3.0,0.0,120.0,3
6181,Super built-up  Area,Other,3754.0,6.0,2.0,430.0,4
6184,Super built-up  Area,Other,1450.0,2.0,3.0,89.6,3
6186,Built-up  Area,Other,1340.0,2.0,3.0,77.0,2
6189,Super built-up  Area,Other,1665.0,3.0,2.0,105.0,3
6191,Plot  Area,Other,2300.0,4.0,2.0,200.0,4
6192,Super built-up  Area,Other,1210.0,2.0,1.0,76.0,2
6197,Super built-up  Area,Other,1065.0,2.0,1.0,58.0,2
6200,Built-up  Area,Other,1636.0,3.0,2.0,97.0,3
6201,Super built-up  Area,Other,3600.0,4.0,3.0,450.0,4
6204,Plot  Area,Other,1200.0,3.0,2.0,72.0,3
6208,Plot  Area,Other,1000.0,1.0,1.0,75.0,2
6211,Built-up  Area,Other,1170.0,2.0,2.0,86.0,2
6212,Plot  Area,Other,4830.0,5.0,1.0,390.0,4
6213,Built-up  Area,Other,850.0,2.0,1.0,75.0,2
6217,Super built-up  Area,Other,2065.0,3.0,2.0,130.0,3
6218,Built-up  Area,Other,1150.0,2.0,2.0,125.0,2
6221,Built-up  Area,Other,2550.0,4.0,2.0,290.0,3
6222,Built-up  Area,Other,3080.0,2.0,1.0,285.0,4
6224,Super built-up  Area,Other,3400.0,6.0,2.0,420.0,4
6225,Super built-up  Area,Other,450.0,1.0,1.0,25.0,1
6226,Super built-up  Area,Other,1100.0,2.0,1.0,85.0,2
6231,Super built-up  Area,Other,1036.0,2.0,2.0,110.0,2
6234,Plot  Area,Other,1376.0,4.0,1.0,156.0,4
6239,Super built-up  Area,Other,1080.0,2.0,1.0,62.0,2
6243,Built-up  Area,Other,1475.0,2.0,1.0,200.0,3
6244,Plot  Area,Other,1200.0,3.0,3.0,96.25,3
6246,Super built-up  Area,Other,2631.0,3.0,2.0,200.0,4
6247,Built-up  Area,Other,830.0,2.0,1.0,60.0,2
6248,Super built-up  Area,Other,1500.0,2.0,2.0,88.0,2
6251,Built-up  Area,Other,856.0,2.0,1.0,48.0,2
6252,Super built-up  Area,Other,1143.0,2.0,1.0,62.0,2
6254,Built-up  Area,Other,1117.0,2.0,1.0,110.0,2
6255,Super built-up  Area,Other,600.0,1.0,1.0,43.0,1
6259,Plot  Area,Other,1200.0,3.0,0.0,70.0,3
6260,Built-up  Area,Other,2675.0,4.0,2.0,290.0,4
6264,Built-up  Area,Other,1477.0,2.0,2.0,80.0,3
6265,Super built-up  Area,Other,3500.0,5.0,2.0,450.0,4
6266,Super built-up  Area,Other,1793.0,3.0,2.0,98.0,3
6270,Plot  Area,Other,1020.0,2.0,1.0,62.0,2
6271,Super built-up  Area,Other,3563.0,6.0,1.0,310.0,4
6274,Super built-up  Area,Other,3300.0,5.0,3.0,318.0,4
6275,Plot  Area,Other,1200.0,3.0,1.0,165.0,3
6279,Super built-up  Area,Other,1718.0,3.0,3.0,223.0,3
6280,Super built-up  Area,Other,1200.0,2.0,2.0,75.0,3
6281,Super built-up  Area,Other,985.0,2.0,1.0,55.0,2
6286,Built-up  Area,Other,1030.0,2.0,2.0,80.0,2
6288,Built-up  Area,Other,1150.0,2.0,2.0,69.0,2
6291,Super built-up  Area,Other,1500.0,2.0,1.0,90.0,3
6292,Plot  Area,Other,900.0,2.0,0.0,55.0,2
6297,Built-up  Area,Other,1750.0,2.0,1.0,225.0,4
6299,Built-up  Area,Other,1100.0,2.0,1.0,78.0,2
6300,Plot  Area,Other,1180.0,2.0,2.0,74.0,2
6302,Super built-up  Area,Other,1540.0,3.0,2.0,85.0,3
6304,Super built-up  Area,Other,1800.0,3.0,0.0,230.0,3
6306,Super built-up  Area,Other,2000.0,3.0,2.0,120.0,3
6307,Built-up  Area,Other,2000.0,3.0,1.0,145.0,3
6308,Super built-up  Area,Other,500.0,1.0,1.0,15.0,1
6314,Built-up  Area,Other,3160.0,4.0,3.0,206.0,4
6315,Plot  Area,Other,922.0,2.0,1.0,70.0,2
6316,Built-up  Area,Other,850.0,2.0,1.0,72.0,2
6317,Plot  Area,Other,1200.0,1.0,0.0,65.0,2
6319,Super built-up  Area,Other,1233.0,2.0,3.0,100.0,2
6327,Plot  Area,Other,1936.0,3.0,0.0,110.0,3
6328,Super built-up  Area,Other,1652.5,3.0,2.0,90.0,3
6330,Plot  Area,Other,1500.0,3.0,2.0,138.0,3
6331,Super built-up  Area,Other,700.0,2.0,0.0,43.0,2
6332,Built-up  Area,Other,1750.0,3.0,3.0,170.0,3
6333,Plot  Area,Other,1365.0,3.0,0.0,99.0,3
6336,Super built-up  Area,Other,708.0,1.0,1.0,55.0,2
6337,Built-up  Area,Other,1680.0,3.0,3.0,135.0,3
6338,Super built-up  Area,Other,990.0,2.0,2.0,58.0,2
6339,Built-up  Area,Other,1240.0,2.0,1.0,100.0,2
6340,Built-up  Area,Other,1810.0,3.0,3.0,118.0,3
6341,Super built-up  Area,Other,2005.0,3.0,2.0,240.0,3
6344,Built-up  Area,Other,1000.0,2.0,1.0,97.0,2
6347,Built-up  Area,Other,1430.0,3.0,1.0,78.65,3
6349,Built-up  Area,Other,1200.0,2.0,1.0,45.0,1
6354,Super built-up  Area,Other,840.0,1.0,0.0,75.0,1
6355,Super built-up  Area,Other,1760.0,2.0,1.0,116.0,3
6356,Plot  Area,Other,600.0,1.0,1.0,52.0,2
6357,Super built-up  Area,Other,1670.0,3.0,2.0,160.0,3
6360,Super built-up  Area,Other,1200.0,2.0,2.0,75.6,3
6361,Plot  Area,Other,2400.0,5.0,3.0,285.0,5
6362,Super built-up  Area,Other,2100.0,4.0,2.0,150.0,4
6366,Built-up  Area,Other,1550.0,4.0,1.0,120.0,4
6367,Super built-up  Area,Other,905.0,2.0,1.0,50.0,2
6368,Super built-up  Area,Other,1495.0,3.0,2.0,200.0,3
6370,Super built-up  Area,Other,550.0,1.0,1.0,23.0,1
6373,Super built-up  Area,Other,1080.0,2.0,2.0,75.0,3
6375,Super built-up  Area,Other,1537.0,3.0,2.0,110.0,3
6376,Super built-up  Area,Other,1750.0,3.0,2.0,150.0,3
6377,Built-up  Area,Other,2800.0,7.0,1.0,250.0,7
6379,Super built-up  Area,Other,1191.0,2.0,1.0,90.0,2
6382,Super built-up  Area,Other,2849.0,5.0,2.0,250.0,4
6387,Super built-up  Area,Other,827.0,2.0,1.0,45.0,2
6394,Super built-up  Area,Other,1205.0,2.0,1.0,70.0,2
6398,Plot  Area,Other,2200.0,4.0,2.0,160.0,3
6401,Super built-up  Area,Other,1900.0,3.0,3.0,155.0,3
6402,Plot  Area,Other,1200.0,1.0,2.0,95.0,2
6404,Super built-up  Area,Other,1100.0,2.0,1.0,61.0,2
6405,Super built-up  Area,Other,1100.0,2.0,2.0,110.0,2
6406,Built-up  Area,Other,1942.0,3.0,1.0,155.0,3
6407,Plot  Area,Other,1200.0,4.0,2.0,80.0,3
6410,Super built-up  Area,Other,1515.0,3.0,3.0,90.0,3
6413,Plot  Area,Other,1200.0,4.0,1.0,95.0,4
6419,Built-up  Area,Other,1200.0,1.0,0.0,69.0,1
6420,Super built-up  Area,Other,1717.0,3.0,3.0,99.0,3
6422,Plot  Area,Other,1200.0,1.0,0.0,48.0,1
6423,Built-up  Area,Other,1430.0,2.0,1.0,78.65,3
6425,Super built-up  Area,Other,1190.0,2.0,1.0,70.0,2
6427,Super built-up  Area,Other,2690.0,4.0,2.0,185.0,4
6428,Super built-up  Area,Other,1594.0,3.0,2.0,99.0,3
6429,Super built-up  Area,Other,1250.0,2.0,1.0,68.0,2
6430,Plot  Area,Other,1290.0,1.0,0.0,77.5,2
6432,Super built-up  Area,Other,1464.0,2.0,1.0,145.0,2
6433,Plot  Area,Other,1200.0,2.0,0.0,75.0,2
6436,Super built-up  Area,Other,1485.0,2.0,1.0,156.0,3
6437,Super built-up  Area,Other,2070.0,3.0,3.0,135.0,3
6440,Super built-up  Area,Other,800.0,2.0,1.0,55.0,2
6442,Super built-up  Area,Other,1480.0,2.0,2.0,125.0,3
6444,Super built-up  Area,Other,1500.0,2.0,2.0,130.0,2
6445,Super built-up  Area,Other,2010.0,3.0,3.0,125.0,3
6446,Super built-up  Area,Other,1504.0,2.0,2.0,100.0,3
6449,Super built-up  Area,Other,1602.0,2.0,1.0,165.0,3
6450,Plot  Area,Other,1200.0,4.0,1.0,130.0,4
6451,Built-up  Area,Other,1800.0,3.0,1.0,220.0,3
6457,Super built-up  Area,Other,1862.0,3.0,3.0,120.0,3
6458,Built-up  Area,Other,2700.0,3.0,3.0,200.0,3
6459,Built-up  Area,Other,1677.0,3.0,2.0,98.0,3
6461,Built-up  Area,Other,1490.0,2.0,1.0,115.0,3
6463,Super built-up  Area,Other,1740.0,3.0,3.0,120.0,3
6464,Super built-up  Area,Other,1020.0,2.0,2.0,60.0,2
6465,Super built-up  Area,Other,550.0,1.0,1.0,16.0,1
6468,Plot  Area,Other,3664.0,3.0,2.0,325.0,3
6469,Plot  Area,Other,690.0,2.0,0.0,42.0,2
6470,Super built-up  Area,Other,1520.0,3.0,2.0,111.0,3
6472,Plot  Area,Other,1200.0,4.0,2.0,86.0,4
6473,Super built-up  Area,Other,1250.0,2.0,2.0,90.0,2
6474,Super built-up  Area,Other,1900.0,2.0,2.0,190.0,3
6477,Super built-up  Area,Other,1602.0,2.0,1.0,170.0,3
6478,Super built-up  Area,Other,1230.0,2.0,2.0,70.0,2
6479,Super built-up  Area,Other,1600.0,3.0,3.0,95.0,3
6480,Built-up  Area,Other,450.0,1.0,2.0,60.0,1
6481,Super built-up  Area,Other,600.0,2.0,0.0,23.0,1
6482,Built-up  Area,Other,3463.0,6.0,0.0,310.0,4
6483,Plot  Area,Other,1200.0,2.0,0.0,85.0,2
6486,Super built-up  Area,Other,2000.0,4.0,2.0,130.0,3
6487,Plot  Area,Other,1350.0,4.0,2.0,140.0,4
6490,Super built-up  Area,Other,1175.0,2.0,2.0,79.0,2
6492,Super built-up  Area,Other,1112.0,2.0,3.0,68.0,2
6495,Built-up  Area,Other,1158.0,2.0,3.0,75.0,2
6498,Super built-up  Area,Other,1200.0,2.0,0.0,90.0,2
6499,Super built-up  Area,Other,1266.67,2.0,0.0,69.0,2
6501,Plot  Area,Other,2000.0,2.0,1.0,160.0,2
6505,Plot  Area,Other,2679.0,5.0,2.0,280.0,4
6506,Plot  Area,Other,1230.0,2.0,0.0,75.0,2
6508,Carpet  Area,Other,3150.0,5.0,2.0,145.0,8
6509,Plot  Area,Other,2400.0,2.0,2.0,135.0,2
6510,Plot  Area,Other,880.0,2.0,1.0,48.0,2
6515,Super built-up  Area,Other,1022.0,2.0,2.0,57.0,2
6516,Plot  Area,Other,1200.0,2.0,1.0,76.0,2
6519,Super built-up  Area,Other,1605.0,3.0,2.0,100.0,3
6520,Built-up  Area,Other,1542.0,3.0,2.0,98.0,3
6523,Super built-up  Area,Other,1333.0,2.0,2.0,77.27,2
6524,Built-up  Area,Other,1100.0,3.0,1.0,110.0,3
6525,Built-up  Area,Other,1050.0,2.0,1.0,70.0,2
6529,Plot  Area,Other,1200.0,4.0,2.0,165.0,4
6530,Built-up  Area,Other,1100.0,2.0,1.0,145.0,3
6532,Plot  Area,Other,1200.0,3.0,2.0,99.0,3
6535,Super built-up  Area,Other,1000.0,2.0,1.0,60.0,2
6536,Built-up  Area,Other,5720.0,3.0,0.0,350.0,3
6538,Super built-up  Area,Other,1012.0,2.0,1.0,59.0,2
6541,Built-up  Area,Other,1200.0,4.0,1.0,140.0,4
6542,Plot  Area,Other,600.0,2.0,2.0,39.0,2
6545,Super built-up  Area,Other,1700.0,3.0,2.0,111.0,3
6549,Built-up  Area,Other,1780.0,3.0,0.0,110.0,3
6551,Plot  Area,Other,1080.0,3.0,2.0,149.0,3
6552,Built-up  Area,Other,900.0,2.0,0.0,65.0,3
6554,Plot  Area,Other,1200.0,3.0,2.0,160.0,4
6555,Super built-up  Area,Other,1540.0,3.0,3.0,85.0,3
6556,Super built-up  Area,Other,2456.0,3.0,3.0,220.0,3
6558,Plot  Area,Other,1530.0,2.0,1.0,185.0,2
6561,Super built-up  Area,Other,1717.0,3.0,3.0,120.0,3
6564,Built-up  Area,Other,1475.0,2.0,2.0,171.0,2
6566,Built-up  Area,Other,650.0,1.0,0.0,16.0,1
6568,Super built-up  Area,Other,1504.0,2.0,2.0,102.0,3
6570,Super built-up  Area,Other,1800.0,4.0,1.0,145.0,4
6571,Super built-up  Area,Other,3000.0,4.0,2.0,240.0,4
6573,Carpet  Area,Other,1625.0,3.0,3.0,92.0,3
6574,Super built-up  Area,Other,2400.0,4.0,3.0,250.0,4
6577,Super built-up  Area,Other,1490.0,2.0,1.0,92.0,3
6579,Super built-up  Area,Other,1044.0,2.0,1.0,60.0,2
6583,Super built-up  Area,Other,1567.2,2.0,0.0,190.0,3
6588,Super built-up  Area,Other,1293.0,2.0,2.0,75.0,2
6590,Built-up  Area,Other,860.0,2.0,2.0,65.5,2
6592,Super built-up  Area,Other,1374.0,2.0,2.0,88.0,3
6596,Built-up  Area,Other,2000.0,2.0,1.0,160.0,4
6597,Super built-up  Area,Other,834.0,1.0,1.0,62.0,1
6598,Plot  Area,Other,600.0,1.0,0.0,52.0,1
6599,Super built-up  Area,Other,2000.0,4.0,1.0,135.0,4
6600,Super built-up  Area,Other,2750.0,3.0,2.0,260.0,3
6604,Super built-up  Area,Other,1280.0,2.0,2.0,90.0,2
6606,Super built-up  Area,Other,2075.0,3.0,1.0,175.0,3
6613,Super built-up  Area,Other,2274.24,4.0,1.0,160.0,3
6615,Plot  Area,Other,900.0,3.0,1.0,105.0,2
6618,Super built-up  Area,Other,1350.0,3.0,0.0,75.0,3
6620,Super built-up  Area,Other,470.0,2.0,1.0,10.0,1
6622,Plot  Area,Other,1313.0,4.0,2.0,150.0,3
6623,Super built-up  Area,Other,2515.0,4.0,3.0,155.0,3
6626,Super built-up  Area,Other,2665.0,3.0,1.0,350.0,3
6628,Super built-up  Area,Other,3500.0,5.0,2.0,450.0,4
6635,Plot  Area,Other,2400.0,5.0,2.0,300.0,6
6637,Super built-up  Area,Other,1235.0,2.0,1.0,140.0,2
6638,Built-up  Area,Other,3200.0,3.0,0.0,260.0,3
6639,Built-up  Area,Other,1450.0,3.0,2.0,90.0,3
6640,Super built-up  Area,Other,3754.0,6.0,2.0,480.0,4
6641,Super built-up  Area,Other,1893.0,3.0,2.0,115.0,3
6644,Built-up  Area,Other,1200.0,2.0,2.0,100.0,3
6645,Built-up  Area,Other,1205.0,2.0,1.0,70.0,2
6646,Plot  Area,Other,1500.0,3.0,2.0,90.0,3
6651,Built-up  Area,Other,375.0,1.0,0.0,26.0,1
6652,Plot  Area,Other,800.0,3.0,1.0,59.5,2
